🕘️更新时间,#genre#
CCTV-11,http://171.13.165.17:8888/hls/11/index.m3u8
CCTV-11,http://222.85.50.23:6070/hls/11/index.m3u8
CCTV-11,http://61.52.68.202:8899/hls/11/index.m3u8
CCTV-11,http://222.137.4.220:9003/hls/11/index.m3u8
CCTV-11,http://1.24.39.180:808/hls/11/index.m3u8
CCTV-11,http://live1.hrtn.net/live/cctv11_1000.m3u8?auth_key=1761441272-cf633ce2b8e311aa331edaa159df4d56-0-7591908bfcb0df299200983e27e1aa42
CCTV-11,http://183.220.107.138:4022/rtp/239.11.0.22:5140
CCTV-11,http://113.106.171.234:8899/rtp/239.21.0.35:3480
CCTV-11,http://221.14.168.201:8888/hls/11/index.m3u8
CCTV-11,http://112.109.206.113:9999/rtp/239.255.40.2:8208
CCTV-12,http://125.44.165.144:8888/hls/7/index.m3u8
CCTV-12,http://27.41.245.32:801/hls/12/index.m3u8
CCTV-12,http://171.13.165.17:8888/hls/12/index.m3u8
CCTV-12,http://222.85.50.23:6070/hls/12/index.m3u8
CCTV-12,http://61.52.68.202:8899/hls/12/index.m3u8
CCTV-12,http://1.24.39.180:808/hls/12/index.m3u8
CCTV-12,https://httop.top/hrtn-cctv12
CCTV-12,http://live1.hrtn.net/live/cctv12hd_3000.m3u8?auth_key=1761441272-860fd58cdc3cd9ccf1ed6b3cc54f4416-0-d26064f6c8a973ba292cce0db9c2a955
CCTV-12,http://121.29.141.15:4022/rtp/239.253.92.197:6062
CCTV-12,http://221.14.168.201:8888/hls/12/index.m3u8
CCTV-13,http://171.217.136.165:10001/hls/13/index.m3u8
CCTV-13,http://222.85.50.23:6070/hls/13/index.m3u8
CCTV-13,http://171.13.165.17:8888/hls/13/index.m3u8
CCTV-13,http://61.52.68.202:8899/hls/13/index.m3u8
CCTV-13,http://live1.hrtn.net/live/cctv13_1000.m3u8?auth_key=1761441272-d90c5a7118cffc5ab02ec953c14add7a-0-b0ce6d053fb380467b0ada9bae571419
CCTV-13,http://1.24.39.180:808/hls/13/index.m3u8
CCTV-13,https://httop.top/hrtn-cctv13
CCTV-13,http://183.220.107.138:4022/rtp/239.11.0.24:5140
CCTV-13,http://121.29.141.15:4022/rtp/239.253.92.13:8008
CCTV-13,http://222.137.4.220:9003/hls/13/index.m3u8
CCTV-14,http://27.41.245.32:801/hls/14/index.m3u8
CCTV-14,http://1.24.39.180:808/hls/14/index.m3u8
CCTV-14,http://171.13.165.17:8888/hls/14/index.m3u8
CCTV-14,http://222.85.50.23:6070/hls/14/index.m3u8
CCTV-14,http://61.52.68.202:8899/hls/14/index.m3u8
CCTV-14,http://222.137.4.220:9003/hls/14/index.m3u8
CCTV-14,https://httop.top/hrtn-cctv14
CCTV-14,http://live1.hrtn.net/live/cctv17hd_3000.m3u8?auth_key=1761441272-387dea729f0fe165575250db8d1646da-0-522dd9fac3e604a860939b05edf04769
CCTV-14,http://183.220.107.138:4022/rtp/239.11.0.114:5140
CCTV-14,http://113.106.171.234:8899/rtp/239.20.0.202:2202
CCTV-15,http://1.24.39.180:808/hls/15/index.m3u8
CCTV-15,http://222.137.4.220:9003/hls/15/index.m3u8
CCTV-15,http://61.52.68.202:8899/hls/15/index.m3u8
CCTV-15,http://171.13.165.17:8888/hls/15/index.m3u8
CCTV-15,http://221.14.168.201:8888/hls/15/index.m3u8
CCTV-15,https://httop.top/hrtn-cctv15
CCTV-15,http://live1.hrtn.net/live/cctv14_1000.m3u8?auth_key=1761441272-a801f6ee5fba70349274163eba74ed62-0-83738ed51a3d398360edea41f25b5728
CCTV-15,http://171.217.136.165:10001/hls/15/index.m3u8
CCTV-15,http://112.109.206.113:9999/rtp/239.255.40.4:8208
CCTV-15,http://117.174.25.254:8188/rtp/239.0.0.188:5140
CCTV-16,http://live1.hrtn.net/live/cctv16hd_3000.m3u8?auth_key=1761441272-1313e885dd9e659b60e59d50a357afab-0-b54267eb115f7481a4429c0eb34d696a
CCTV-16,https://httop.top/hrtn-cctv16
CCTV-16,http://112.109.206.113:9999/rtp/239.255.40.194:8208
CCTV-16,http://183.220.107.138:4022/rtp/239.10.0.187:5140
CCTV-16,http://111.127.157.178:51234/rtp/239.29.1.146:5000
CCTV-16,http://111.127.157.178:51234/rtp/239.29.1.149:5000
CCTV-16,http://58.48.104.134:4022/rtp/239.69.1.247:11124
CCTV-16,http://59.173.120.39:4022/rtp/239.69.1.247:11124
CCTV-16,http://59.173.120.39:4022/rtp/239.69.1.249:11136
CCTV-17,http://live1.hrtn.net/live/cctv14hd_3000.m3u8?auth_key=1761441272-52d6b0b50e68b9e65c03b957e57be1d2-0-4a28bf830a1a1874aee3c7861b51ebb6
CCTV-17,https://httop.top/hrtn-cctv17
CCTV-17,http://113.106.171.234:8899/rtp/239.20.0.7:3376
CCTV-17,http://183.220.107.138:4022/rtp/239.11.0.107:5140
CCTV-17,http://112.109.206.113:9999/rtp/239.255.40.143:8208
CCTV-17,http://121.29.141.15:4022/rtp/239.253.93.150:6318
CCTV-17,http://117.174.25.254:8188/rtp/239.0.0.152:5140
CCTV-17,http://59.173.120.39:4022/rtp/239.69.1.152:10548
CCTV-17,http://27.184.64.48:58888/rtp/239.254.201.120:8144
CCTV-17,http://58.48.104.134:4022/rtp/239.69.1.152:10548

💰央视付费频道,#genre#
文化精品,http://113.106.171.234:8899/rtp/239.21.0.77:3648
文化精品,http://121.29.141.15:4022/rtp/239.253.93.175:6439
文化精品,http://27.184.64.48:58888/rtp/239.254.201.229:7260
央视台球,http://113.106.171.234:8899/rtp/239.21.0.71:3624
央视台球,http://59.173.120.39:4022/rtp/239.69.1.98:10224
央视台球,http://58.48.104.134:4022/rtp/239.69.1.98:10224
央视台球,http://27.184.64.48:58888/rtp/239.254.201.171:7176
风云音乐,http://121.29.141.15:4022/rtp/239.253.93.253:6431
风云音乐,http://27.184.64.48:58888/rtp/239.254.201.221:7259
第一剧场,http://113.106.171.234:8899/rtp/239.21.0.78:3652
第一剧场,http://58.48.104.134:4022/rtp/239.69.1.74:10084
第一剧场,http://27.184.64.48:58888/rtp/239.254.201.218:7258
第一剧场,http://59.173.120.39:4022/rtp/239.69.1.74:10084
风云剧场,http://121.29.141.15:4022/rtp/239.253.93.251:6429
风云剧场,http://27.184.64.48:58888/rtp/239.254.201.219:7257
怀旧剧场,http://113.106.171.234:8899/rtp/239.21.0.75:3640
怀旧剧场,http://121.29.141.15:4022/rtp/239.253.93.252:6430
怀旧剧场,http://27.184.64.48:58888/rtp/239.254.201.220:7256上海
高尔夫网球,http://59.173.120.39:4022/rtp/239.69.1.83:10138
高尔夫网球,http://58.48.104.134:4022/rtp/239.69.1.83:10138
高尔夫网球,http://27.184.64.48:58888/rtp/239.254.201.223:7252
风云足球,http://27.41.245.32:801/hls/906/index.m3u8
风云足球,http://202.102.201.244:40022/rtp/238.1.79.57:4592
风云足球,http://59.173.120.39:4022/rtp/239.69.1.81:10126
风云足球,http://58.48.104.134:4022/rtp/239.69.1.81:10126
风云足球,http://27.184.64.48:58888/rtp/239.254.201.222:7251
世界地理,http://121.29.141.15:4022/rtp/239.253.92.131:6113
世界地理,http://59.173.120.39:4022/rtp/239.69.1.91:10186
世界地理,http://58.48.104.134:4022/rtp/239.69.1.91:10186
世界地理,http://27.184.64.48:58888/rtp/239.254.201.226:7254
兵器科技,http://113.106.171.234:8899/rtp/239.21.0.80:3660
兵器科技,http://121.29.141.15:4022/rtp/239.253.93.47:6435
兵器科技,http://58.48.104.134:4022/rtp/239.69.1.79:10114
兵器科技,http://59.173.120.39:4022/rtp/239.69.1.79:10114
兵器科技,http://27.184.64.48:58888/rtp/239.254.201.225:7249

📡卫视频道,#genre#
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://61.52.68.202:8899/hls/45/index.m3u8
广东卫视,http://171.13.165.17:8888/hls/20/index.m3u8
广东卫视,http://live1.hrtn.net/live/gdwshd_3000.m3u8?auth_key=1761441272-97c297e824090a3072658c073852a13a-0-d4dcce340824069a1e92fae876f4aade
广东卫视,http://113.106.171.234:8899/rtp/239.20.0.99:3004
广东卫视,https://httop.top/hrtn-guangdong
广东卫视,http://121.29.141.15:4022/rtp/239.253.92.206:8108
广东卫视,http://59.173.120.39:4022/rtp/239.254.96.140:8914
广东卫视,http://111.127.157.178:51234/rtp/239.29.0.123:5000
广东卫视,http://27.184.64.48:58888/rtp/239.254.200.56:8048
浙江卫视,http://125.44.165.144:8888/hls/10/index.m3u8
浙江卫视,http://222.85.50.23:6070/hls/19/index.m3u8
浙江卫视,http://61.52.68.202:8899/hls/30/index.m3u8
浙江卫视,http://171.13.165.17:8888/hls/17/index.m3u8
浙江卫视,http://1.24.39.180:808/hls/29/index.m3u8
浙江卫视,https://httop.top/hrtn-zhejiang
浙江卫视,http://live1.hrtn.net/live/zjwshd_3000.m3u8?auth_key=1761441272-9bdc011c5fd7022bb18cf90742c028e4-0-bf923c63e2c0cac1c949133a5b917134
浙江卫视,http://121.29.141.15:4022/rtp/239.253.92.90:8020
浙江卫视,http://221.14.168.201:8888/hls/30/index.m3u8
浙江卫视,http://183.220.107.138:4022/rtp/239.11.0.70:5140
湖南卫视,http://125.44.165.144:8888/hls/19/index.m3u8
湖南卫视,http://171.13.165.17:8888/hls/28/index.m3u8
湖南卫视,http://61.52.68.202:8899/hls/28/index.m3u8
湖南卫视,http://222.85.50.23:6070/hls/30/index.m3u8
湖南卫视,http://221.14.168.201:8888/hls/28/index.m3u8
湖南卫视,http://live1.hrtn.net/live/hnwshd_3000.m3u8?auth_key=1761441272-5bffd8659e67a44e886cf740427e28c1-0-e9bd9fd97cbcaf5fa5f9e1da5ae3ddbc
湖南卫视,https://httop.top/hrtn-hunan
湖南卫视,http://218.8.87.96:4000/rtp/229.58.190.128:5000
湖南卫视,http://111.127.157.178:51234/rtp/239.29.0.90:5000
湖南卫视,http://112.109.206.113:9999/rtp/239.255.40.43:8208
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://27.41.245.32:801/hls/28/index.m3u8
北京卫视,http://61.52.68.202:8899/hls/31/index.m3u8
北京卫视,http://222.85.50.23:6070/hls/21/index.m3u8
北京卫视,http://171.13.165.17:8888/hls/19/index.m3u8
北京卫视,http://218.19.108.185:808/hls/11/index.m3u8
北京卫视,http://125.44.165.144:8888/hls/18/index.m3u8
北京卫视,http://221.14.168.201:8888/hls/31/index.m3u8
北京卫视,http://live1.hrtn.net/live/bjwshd_3000.m3u8?auth_key=1761441272-b22bd1a5e1d0e0402530f37d58e24035-0-02d763794760fb5aef6fd24c17fade5b
北京卫视,https://httop.top/hrtn-beijing
湖北卫视,http://125.44.165.144:8888/hls/15/index.m3u8
湖北卫视,http://171.13.165.17:8888/hls/31/index.m3u8
湖北卫视,http://218.19.108.185:808/hls/14/index.m3u8
湖北卫视,http://61.52.68.202:8899/hls/37/index.m3u8
湖北卫视,http://222.137.4.220:9003/hls/37/index.m3u8
湖北卫视,http://live1.hrtn.net/live/hbwshd_3000.m3u8?auth_key=1761441272-5db27753c03cac31be17a4f138b9fd74-0-0f9dbf9d3eff2b4b3910befd5aeef927
湖北卫视,https://httop.top/hrtn-hubei
湖北卫视,http://121.29.141.15:4022/rtp/239.253.92.210:6567
湖北卫视,http://183.220.107.138:4022/rtp/239.11.0.74:5140
湖北卫视,http://111.127.157.178:51234/rtp/239.29.0.107:5000
黑龙江卫视,http://125.44.165.144:8888/hls/17/index.m3u8
黑龙江卫视,http://1.24.39.180:808/hls/38/index.m3u8
黑龙江卫视,http://61.52.68.202:8899/hls/39/index.m3u8
黑龙江卫视,https://httop.top/hrtn-heilongjiang
黑龙江卫视,http://live1.hrtn.net/live/hljwshd_3000.m3u8?auth_key=1761441272-62fb7e344e8d15d4f5ebc394e9dbfe55-0-76ae4cce1fc387d5541092889d57dcc6
黑龙江卫视,http://121.29.141.15:4022/rtp/239.253.92.85:8016
黑龙江卫视,http://222.137.4.220:9003/hls/39/index.m3u8
黑龙江卫视,http://117.174.25.254:8188/rtp/239.0.0.57:5140
黑龙江卫视,http://219.139.124.61:8089/hls/34/index.m3u8
黑龙江卫视,http://112.109.206.113:9999/rtp/239.255.40.44:8208
安徽卫视,http://125.44.165.144:8888/hls/13/index.m3u8
安徽卫视,http://171.13.165.17:8888/hls/22/index.m3u8
安徽卫视,http://61.52.68.202:8899/hls/34/index.m3u8
安徽卫视,http://27.41.245.32:801/hls/29/index.m3u8
安徽卫视,http://222.137.4.220:9003/hls/34/index.m3u8
安徽卫视,http://1.31.14.70:54321/hls/29/index.m3u8
安徽卫视,https://httop.top/hrtn-anhui
安徽卫视,http://113.106.171.234:8899/rtp/239.20.0.193:2184
安徽卫视,http://218.8.87.96:4000/rtp/229.58.190.162:5000
安徽卫视,http://112.109.206.113:9999/rtp/239.255.40.53:8208
重庆卫视,http://27.41.245.32:801/hls/59/index.m3u8
重庆卫视,http://171.217.136.165:10001/hls/32/index.m3u8
重庆卫视,http://61.52.68.202:8899/hls/44/index.m3u8
重庆卫视,http://222.85.50.23:6070/hls/31/index.m3u8
重庆卫视,http://live1.hrtn.net/live/cqwshd_3000.m3u8?auth_key=1761441272-c82f9310ccd5cf1b2559e50dcff42f2f-0-6597431d28154a5cd08a4107f26a134e
重庆卫视,https://httop.top/hrtn-chongqing
重庆卫视,http://117.174.25.254:8188/rtp/239.0.0.72:5140
重庆卫视,http://112.109.206.113:9999/rtp/239.255.40.21:8208
重庆卫视,http://183.220.107.138:4022/rtp/239.11.0.116:5140
重庆卫视,http://1.31.14.70:54321/hls/34/index.m3u8
东方卫视,http://125.44.165.144:8888/hls/11/index.m3u8
东方卫视,https://httop.top/hrtn-dongfang
东方卫视,http://1.31.14.70:54321/hls/27/index.m3u8
东方卫视,http://121.29.141.15:4022/rtp/239.253.92.89:8019
东方卫视,http://183.220.107.138:4022/rtp/239.11.0.68:5140
东方卫视,http://117.174.25.254:8188/rtp/239.0.0.58:5140
东方卫视,http://111.127.157.178:51234/rtp/239.29.0.97:5000
东方卫视,http://59.173.120.39:4022/rtp/239.254.96.142:8926
东方卫视,http://27.184.64.48:58888/rtp/239.254.200.52:8032
东方卫视,http://58.48.104.134:4022/rtp/239.254.96.142:8926
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://61.52.68.202:8899/hls/43/index.m3u8
东南卫视,http://222.137.4.220:9003/hls/43/index.m3u8
东南卫视,https://httop.top/hrtn-dongnan
东南卫视,http://112.109.206.113:9999/rtp/239.255.40.203:8208
东南卫视,http://112.109.206.113:9999/rtp/239.255.40.149:8208
东南卫视,http://121.29.141.15:4022/rtp/239.253.92.201:6146
东南卫视,http://59.173.120.39:4022/rtp/239.69.1.108:10286
东南卫视,http://58.48.104.134:4022/rtp/239.69.1.108:10286
东南卫视,http://27.184.64.48:58888/rtp/239.254.201.13:6291
甘肃卫视,http://61.52.68.202:8899/hls/51/index.m3u8
甘肃卫视,http://171.217.136.165:10001/hls/41/index.m3u8
甘肃卫视,http://183.220.107.138:4022/rtp/239.11.0.55:5140
甘肃卫视,http://117.174.25.254:8188/rtp/239.0.0.192:5140
广西卫视,http://61.52.68.202:8899/hls/46/index.m3u8
广西卫视,https://httop.top/hrtn-guangxi
广西卫视,http://171.217.136.165:10001/hls/39/index.m3u8
广西卫视,http://113.106.171.234:8899/rtp/239.20.0.15:3344
广西卫视,http://112.109.206.113:9999/rtp/239.255.40.22:8208
广西卫视,http://111.127.157.178:51234/rtp/239.29.1.57:5001
广西卫视,http://59.173.120.39:4022/rtp/239.69.1.191:10788
广西卫视,http://27.184.64.48:58888/rtp/239.254.200.80:8300
广西卫视,http://58.48.104.134:4022/rtp/239.69.1.191:10788
贵州卫视,http://27.41.245.32:801/hls/35/index.m3u8
贵州卫视,http://61.52.68.202:8899/hls/41/index.m3u8
贵州卫视,http://1.24.39.180:808/hls/32/index.m3u8
贵州卫视,http://171.13.165.17:8888/hls/25/index.m3u8
贵州卫视,http://222.137.4.220:9003/hls/41/index.m3u8
贵州卫视,https://httop.top/hrtn-guizhou
贵州卫视,http://live1.hrtn.net/live/gzwshd_3000.m3u8?auth_key=1761441272-7173d12502ad3ae35fed58b7dd0fed44-0-2d87bb328606326e7bffba7c2083b9dc
贵州卫视,http://112.109.206.113:9999/rtp/239.255.40.200:8208
贵州卫视,http://111.127.157.178:51234/rtp/239.29.0.104:5000
贵州卫视,http://59.173.120.39:4022/rtp/239.69.1.150:10536
海南卫视,http://live1.hrtn.net/live/hainwshd_3000.m3u8?auth_key=1761441272-6570cbe2eed5cf9b491fb202bc8874a1-0-d273f6dc5636e5687d12695e6afdc070
海南卫视,https://httop.top/hrtn-hainan
海南卫视,http://121.29.141.15:4022/rtp/239.253.93.155:6323
海南卫视,http://183.220.107.138:4022/rtp/239.11.0.193:5140
海南卫视,http://59.173.120.39:4022/rtp/239.69.1.151:10542
海南卫视,http://115.171.216.92:4000/rtp/225.1.8.158:8304
海南卫视,http://58.48.104.134:4022/rtp/239.69.1.151:10542
海南卫视,http://27.184.64.48:58888/rtp/239.254.201.125:6288
河北卫视,http://171.13.165.17:8888/hls/26/index.m3u8
河北卫视,http://61.52.68.202:8899/hls/47/index.m3u8
河北卫视,http://1.31.14.70:54321/hls/18/index.m3u8
河北卫视,http://223.167.230.34:4022/rtp/239.45.1.44:5140
河北卫视,http://121.29.141.15:4022/rtp/239.253.92.154:6011
河北卫视,http://112.109.206.113:9999/rtp/239.255.40.20:8208
河北卫视,http://219.139.124.61:8089/hls/32/index.m3u8
河北卫视,http://111.127.157.178:51234/rtp/239.29.0.124:5000
河北卫视,http://59.173.120.39:4022/rtp/239.254.96.113:9616
河北卫视,http://27.184.64.48:58888/rtp/239.254.200.174:6000
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://125.44.165.144:8888/hls/9/index.m3u8
河南卫视,http://171.13.165.17:8888/hls/16/index.m3u8
河南卫视,http://61.52.68.202:8899/hls/17/index.m3u8
河南卫视,http://221.14.168.201:8888/hls/17/index.m3u8
河南卫视,http://live1.hrtn.net/live/henwshd_3000.m3u8?auth_key=1761441272-c2961b520ac840ebc456f0ce6514f93b-0-2740db472adf273d01adf6890b8e326c
河南卫视,https://httop.top/hrtn-henan
河南卫视,http://222.137.4.220:9003/hls/17/index.m3u8
河南卫视,http://121.29.141.15:4022/rtp/239.253.92.137:6144
河南卫视,http://112.109.206.113:9999/rtp/239.255.40.9:8208
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,http://27.41.245.32:801/hls/40/index.m3u8
吉林卫视,http://61.52.68.202:8899/hls/48/index.m3u8
吉林卫视,http://live1.hrtn.net/live/jlwshd_3000.m3u8?auth_key=1761441272-2f258a88fef5f7f28c326b8287751c70-0-77fbcb135e52865b69e4e5d30c3b4e7a
吉林卫视,https://httop.top/hrtn-jilin
吉林卫视,http://121.29.141.15:4022/rtp/239.253.92.202:6147
吉林卫视,http://183.220.107.138:4022/rtp/239.11.0.35:5140
吉林卫视,http://117.174.25.254:8188/rtp/239.0.0.191:5140
吉林卫视,http://112.109.206.113:9999/rtp/239.255.40.17:8208
吉林卫视,http://59.173.120.39:4022/rtp/239.69.1.212:10914
江苏卫视,http://27.41.245.32:801/hls/42/index.m3u8
江苏卫视,http://1.24.39.180:808/hls/30/index.m3u8
江苏卫视,http://125.44.165.144:8888/hls/20/index.m3u8
江苏卫视,http://171.13.165.17:8888/hls/18/index.m3u8
江苏卫视,http://61.52.68.202:8899/hls/29/index.m3u8
江苏卫视,http://live1.hrtn.net/live/jswshd_3000.m3u8?auth_key=1761441272-747fb11dc19d94d7905a0c854d394643-0-e77ee2e64223fac2652beff25a22b73a
